date,L1_H1,n_unb,n_symbols,n_edges,balance_rate
2018-01-31,1.000825,22.0,39,214.0,0.875
2018-02-01,1.14892,36.0,39,209.0,0.7907
2018-02-02,1.106933,25.0,39,233.0,0.8718
2018-02-03,1.431003,22.0,39,234.0,0.8878
2018-02-04,1.377893,28.0,39,247.0,0.866
2018-02-05,0.945183,11.0,39,305.0,0.9588
2018-02-06,1.409759,19.0,39,271.0,0.9185
2018-02-07,1.518784,36.0,39,272.0,0.8462
2018-02-08,1.214254,15.0,39,265.0,0.9339
2018-02-09,1.336893,35.0,39,254.0,0.838
2018-02-10,1.519629,28.0,39,272.0,0.8803
2018-02-11,1.49187,27.0,39,264.0,0.8805
2018-02-12,1.406251,44.0,39,252.0,0.7944
2018-02-13,1.328386,45.0,39,249.0,0.7867
2018-02-14,1.269294,27.0,39,265.0,0.8811
2018-02-15,1.316363,33.0,39,286.0,0.8669
2018-02-16,1.292438,15.0,39,284.0,0.939
2018-02-17,1.259008,17.0,39,297.0,0.9344
2018-02-18,1.272894,16.0,39,288.0,0.936
2018-02-19,1.022925,14.0,39,280.0,0.9421
2018-02-20,1.020118,15.0,39,284.0,0.939
2018-02-21,1.01448,8.0,39,276.0,0.9664
2018-02-22,0.805977,8.0,39,264.0,0.9648
2018-02-23,0.670487,9.0,39,284.0,0.9636
2018-02-24,0.644954,9.0,39,292.0,0.9647
2018-02-25,0.623547,17.0,39,295.0,0.9339
2018-02-26,0.688697,15.0,39,295.0,0.9416
2018-02-27,0.580662,17.0,39,294.0,0.9336
2018-02-28,0.879004,12.0,39,314.0,0.9565
2018-03-01,1.113369,16.0,39,319.0,0.9431
2018-03-02,1.380276,8.0,39,300.0,0.9695
2018-03-03,1.358372,9.0,39,307.0,0.9665
2018-03-04,0.937517,9.0,39,324.0,0.9685
2018-03-05,1.022707,20.0,39,325.0,0.9303
2018-03-06,0.956879,81.0,39,325.0,0.7178
2018-03-07,1.16756,29.0,39,271.0,0.8755
2018-03-08,1.084013,22.0,39,296.0,0.9147
2018-03-09,0.77044,23.0,39,310.0,0.9154
2018-03-10,1.137719,22.0,39,282.0,0.9098
2018-03-11,0.817458,30.0,39,301.0,0.8859
2018-03-12,0.857054,33.0,39,291.0,0.8696
2018-03-13,1.100592,23.0,39,277.0,0.9038
2018-03-14,1.001213,31.0,39,273.0,0.8681
2018-03-15,0.843357,14.0,39,274.0,0.9407
2018-03-16,1.06298,44.0,39,248.0,0.7905
2018-03-17,0.965093,45.0,39,226.0,0.7606
2018-03-18,0.999381,38.0,39,236.0,0.8081
2018-03-19,0.944856,21.0,39,244.0,0.8986
2018-03-20,0.859196,42.0,39,233.0,0.7846
2018-03-21,0.903039,19.0,39,238.0,0.905
2018-03-22,0.985817,24.0,39,256.0,0.8899
2018-03-23,0.898569,36.0,39,265.0,0.8414
2018-03-24,0.800747,41.0,39,269.0,0.8225
2018-03-25,0.815127,28.0,39,296.0,0.8915
2018-03-26,1.052538,34.0,39,285.0,0.8623
2018-03-27,0.797968,42.0,39,259.0,0.81
2018-03-28,0.99321,41.0,39,260.0,0.8153
2018-03-29,1.19491,40.0,39,266.0,0.8246
2018-03-30,1.118991,30.0,39,260.0,0.8649
2018-03-31,0.9141,28.0,39,282.0,0.8852
2018-04-01,0.975174,59.0,39,324.0,0.7937
2018-04-02,0.96688,41.0,39,315.0,0.852
2018-04-03,0.983268,31.0,39,306.0,0.8843
2018-04-04,0.829165,38.0,39,309.0,0.8598
2018-04-05,0.875154,22.0,39,312.0,0.9197
2018-04-06,0.667852,24.0,39,297.0,0.9073
2018-04-07,0.619192,19.0,39,296.0,0.9264
2018-04-08,0.764287,28.0,39,284.0,0.8862
2018-04-09,0.815884,16.0,39,276.0,0.9328
2018-04-10,0.933836,15.0,39,270.0,0.9353
2018-04-11,0.818832,15.0,39,257.0,0.9315
2018-04-12,0.937665,20.0,39,252.0,0.9065
2018-04-13,0.791339,18.0,39,256.0,0.9174
2018-04-14,0.759518,29.0,39,258.0,0.8682
2018-04-15,0.775928,40.0,39,260.0,0.8198
2018-04-16,0.849697,20.0,39,252.0,0.9065
2018-04-17,0.710111,18.0,39,246.0,0.9135
2018-04-18,0.864641,31.0,39,233.0,0.841
2018-04-19,0.844503,20.0,39,232.0,0.8969
2018-04-20,1.12539,24.0,39,238.0,0.88
2018-04-21,1.193204,15.0,39,222.0,0.9185
2018-04-22,1.027787,17.0,39,218.0,0.9056
2018-04-23,1.018401,14.0,39,216.0,0.9213
2018-04-24,1.081409,14.0,39,211.0,0.9191
2018-04-25,1.149039,14.0,39,216.0,0.9213
2018-04-26,1.110835,43.0,39,242.0,0.7892
2018-04-27,1.103923,18.0,39,229.0,0.9058
2018-04-28,1.456916,18.0,39,258.0,0.9182
2018-04-29,1.364699,26.0,39,261.0,0.8834
2018-04-30,1.427837,16.0,39,248.0,0.9238
2018-05-01,1.453559,18.0,39,243.0,0.9122
2018-05-02,1.409989,7.0,39,239.0,0.9652
2018-05-03,1.046102,4.0,39,251.0,0.9812
2018-05-04,1.109018,11.0,39,259.0,0.9502
2018-05-05,1.412103,33.0,39,255.0,0.8479
2018-05-06,1.75996,44.0,39,247.0,0.7895
2018-05-07,1.615751,40.0,39,239.0,0.801
2018-05-08,1.58054,40.0,39,228.0,0.7895
2018-05-09,1.689451,44.0,39,214.0,0.75
2018-05-10,1.658599,38.0,39,179.0,0.7305
2018-05-11,1.708484,46.0,39,200.0,0.716
2018-05-12,1.927495,38.0,39,219.0,0.7901
2018-05-13,1.914086,38.0,39,226.0,0.7979
2018-05-14,1.793778,41.0,39,220.0,0.7747
2018-05-15,1.497768,45.0,39,223.0,0.7568
2018-05-16,1.551259,21.0,39,217.0,0.8827
2018-05-17,1.546144,28.0,39,197.0,0.8239
2018-05-18,1.545881,25.0,39,203.0,0.8485
2018-05-19,1.572423,36.0,39,214.0,0.7955
2018-05-20,1.786982,43.0,39,214.0,0.7557
2018-05-21,1.790827,42.0,39,210.0,0.7558
2018-05-22,1.573076,26.0,39,202.0,0.8415
2018-05-23,1.507108,23.0,39,189.0,0.8477
2018-05-24,1.53933,29.0,39,185.0,0.8027
2018-05-25,1.369614,25.0,39,176.0,0.8188
2018-05-26,1.455871,30.0,39,182.0,0.7917
2018-05-27,1.482509,40.0,39,201.0,0.7546
2018-05-28,1.450755,22.0,39,196.0,0.8608
2018-05-29,1.146702,25.0,39,222.0,0.8641
2018-05-30,1.234537,25.0,39,228.0,0.8684
2018-05-31,1.076517,39.0,39,247.0,0.8134
2018-06-01,0.866448,30.0,39,255.0,0.8618
2018-06-02,0.889356,38.0,39,269.0,0.8355
2018-06-03,0.699636,49.0,39,281.0,0.7984
2018-06-04,0.523702,42.0,39,276.0,0.8235
2018-06-05,0.613167,45.0,39,261.0,0.7982
2018-06-06,0.780792,21.0,39,256.0,0.9037
2018-06-07,0.839228,42.0,39,250.0,0.8019
2018-06-08,1.125892,31.0,39,232.0,0.8402
2018-06-09,1.145699,33.0,39,243.0,0.839
2018-06-10,1.071168,45.0,39,247.0,0.7847
2018-06-11,1.124983,42.0,39,241.0,0.7931
2018-06-12,1.106756,47.0,39,234.0,0.7602
2018-06-13,1.206654,47.0,39,227.0,0.7513
2018-06-14,1.17139,57.0,39,240.0,0.7178
2018-06-15,1.077015,57.0,39,256.0,0.7385
2018-06-16,1.202039,44.0,39,270.0,0.8103
2018-06-17,1.28648,56.0,39,271.0,0.7597
2018-06-18,1.151578,41.0,39,259.0,0.8145
2018-06-19,1.156152,35.0,39,255.0,0.8387
2018-06-20,1.142871,42.0,39,257.0,0.8082
2018-06-21,1.041973,16.0,39,261.0,0.9283
2018-06-22,1.134892,18.0,39,262.0,0.9196
2018-06-23,0.95378,29.0,39,275.0,0.8776
2018-06-24,0.852973,30.0,39,295.0,0.8833
2018-06-25,0.587235,29.0,39,305.0,0.8914
2018-06-26,0.53109,28.0,39,306.0,0.8955
2018-06-27,0.698707,26.0,39,290.0,0.8968
2018-06-28,0.766734,28.0,39,297.0,0.8919
2018-06-29,0.791023,15.0,39,277.0,0.9372
2018-06-30,0.654567,29.0,39,290.0,0.8849
2018-07-01,0.666236,33.0,39,291.0,0.8696
2018-07-02,0.539107,30.0,39,278.0,0.875
2018-07-03,0.615874,35.0,39,268.0,0.8478
2018-07-04,0.811073,22.0,39,249.0,0.8957
2018-07-05,0.847645,22.0,39,236.0,0.8889
2018-07-06,0.985725,37.0,39,211.0,0.7861
2018-07-07,0.965527,19.0,39,225.0,0.8984
2018-07-08,1.110024,19.0,39,235.0,0.9036
2018-07-09,0.939303,20.0,39,249.0,0.9052
2018-07-10,0.854064,18.0,39,239.0,0.9104
2018-07-11,0.662818,7.0,39,265.0,0.9692
2018-07-12,0.534987,18.0,39,282.0,0.9262
2018-07-13,0.551132,19.0,39,279.0,0.9212
2018-07-14,0.678397,16.0,39,288.0,0.936
2018-07-15,0.743985,7.0,39,268.0,0.9696
2018-07-16,0.763463,7.0,39,266.0,0.9693
2018-07-17,0.801532,15.0,39,265.0,0.9339
2018-07-18,0.724499,16.0,39,272.0,0.9316
2018-07-19,0.818952,17.0,39,264.0,0.9248
2018-07-20,0.91004,24.0,39,256.0,0.8899
2018-07-21,1.004542,46.0,39,264.0,0.7965
2018-07-22,0.880006,29.0,39,284.0,0.8821
2018-07-23,0.736555,28.0,39,285.0,0.8866
2018-07-24,0.925215,28.0,39,263.0,0.8756
2018-07-25,0.744862,39.0,39,257.0,0.8219
2018-07-26,0.813931,22.0,39,242.0,0.8922
2018-07-27,0.779037,60.0,39,262.0,0.7321
2018-07-28,0.879359,61.0,39,295.0,0.7626
2018-07-29,1.055461,63.0,39,293.0,0.7529
2018-07-30,0.990408,57.0,39,278.0,0.7625
2018-07-31,0.995845,55.0,39,276.0,0.7689
2018-08-01,0.748939,55.0,39,245.0,0.7343
2018-08-02,0.783557,45.0,39,230.0,0.7656
2018-08-03,1.035291,44.0,39,238.0,0.78
2018-08-04,1.041805,51.0,39,245.0,0.7536
2018-08-05,1.015976,52.0,39,251.0,0.7559
2018-08-06,1.047691,46.0,39,243.0,0.7756
2018-08-07,0.99553,41.0,39,239.0,0.796
2018-08-08,1.345307,35.0,39,225.0,0.8128
2018-08-09,1.135586,29.0,39,216.0,0.8371
2018-08-10,1.300033,24.0,39,210.0,0.8605
2018-08-11,1.437007,27.0,39,205.0,0.8383
2018-08-12,1.413643,47.0,39,211.0,0.7283
2018-08-13,1.722271,61.0,39,216.0,0.6573
2018-08-14,1.730921,56.0,39,210.0,0.6744
2018-08-15,1.703216,48.0,39,234.0,0.7551
2018-08-16,1.522995,25.0,39,236.0,0.8737
2018-08-17,1.515094,14.0,39,244.0,0.932
2018-08-18,1.445329,26.0,39,246.0,0.875
2018-08-19,1.268843,63.0,39,255.0,0.7097
2018-08-20,1.179678,59.0,39,243.0,0.7122
2018-08-21,1.144066,56.0,39,239.0,0.7214
2018-08-22,1.214064,51.0,39,241.0,0.7488
2018-08-23,1.29764,38.0,39,260.0,0.8288
2018-08-24,0.986404,28.0,39,242.0,0.8627
2018-08-25,0.946564,40.0,39,246.0,0.8077
2018-08-26,1.051777,44.0,39,253.0,0.7953
2018-08-27,0.907148,39.0,39,261.0,0.8251
2018-08-28,0.883856,37.0,39,259.0,0.8326
2018-08-29,0.973058,29.0,39,279.0,0.8802
2018-08-30,0.948725,26.0,39,283.0,0.8939
2018-08-31,0.852907,27.0,39,286.0,0.8911
2018-09-01,0.786941,6.0,39,295.0,0.9767
2018-09-02,0.86307,41.0,39,303.0,0.8459
2018-09-03,0.854624,32.0,39,299.0,0.8779
2018-09-04,0.921546,6.0,39,279.0,0.9751
2018-09-05,0.885986,13.0,39,298.0,0.95
2018-09-06,0.99305,25.0,39,298.0,0.9038
2018-09-07,0.965779,4.0,39,299.0,0.9847
2018-09-08,1.107833,30.0,39,307.0,0.8885
2018-09-09,1.078242,12.0,39,282.0,0.9508
2018-09-10,1.0717,32.0,39,271.0,0.8627
2018-09-11,1.102275,16.0,39,270.0,0.931
2018-09-12,0.806163,25.0,39,255.0,0.8848
2018-09-13,0.7691,23.0,39,253.0,0.893
2018-09-14,0.944398,43.0,39,213.0,0.7543
2018-09-15,1.025115,26.0,39,215.0,0.8531
2018-09-16,1.026299,31.0,39,225.0,0.8342
2018-09-17,0.977098,43.0,39,240.0,0.7871
2018-09-18,1.041252,23.0,39,245.0,0.8889
2018-09-19,1.181182,26.0,39,270.0,0.8879
2018-09-20,1.136245,29.0,39,261.0,0.87
2018-09-21,1.298133,40.0,39,259.0,0.819
2018-09-22,1.227564,38.0,39,263.0,0.8311
2018-09-23,1.157473,82.0,39,282.0,0.6639
2018-09-24,1.189879,62.0,39,268.0,0.7304
2018-09-25,1.076359,58.0,39,276.0,0.7563
2018-09-26,1.479505,58.0,39,259.0,0.7376
2018-09-27,1.375728,26.0,39,241.0,0.8719
2018-09-28,1.482582,35.0,39,233.0,0.8205
2018-09-29,1.475052,41.0,39,253.0,0.8093
2018-09-30,1.360136,38.0,39,260.0,0.8288
2018-10-01,1.454607,40.0,39,247.0,0.8086
2018-10-02,1.442436,37.0,39,242.0,0.8186
2018-10-03,1.511867,31.0,39,241.0,0.8473
2018-10-04,0.947484,39.0,39,277.0,0.8368
2018-10-05,0.965933,37.0,39,263.0,0.8356
2018-10-06,0.902315,54.0,39,279.0,0.7759
2018-10-07,0.837203,60.0,39,286.0,0.7581
2018-10-08,1.124089,40.0,39,268.0,0.8261
2018-10-09,1.120245,35.0,39,264.0,0.8451
2018-10-10,0.949516,28.0,39,243.0,0.8634
2018-10-11,1.054554,64.0,39,280.0,0.7355
2018-10-12,0.995509,55.0,39,289.0,0.7809
2018-10-13,0.913873,40.0,39,279.0,0.834
2018-10-14,0.962977,63.0,39,291.0,0.751
2018-10-15,1.094012,58.0,39,282.0,0.7623
2018-10-16,1.164376,28.0,39,292.0,0.8898
2018-10-17,1.030218,33.0,39,280.0,0.8636
2018-10-18,0.963541,15.0,39,288.0,0.94
2018-10-19,0.907537,31.0,39,283.0,0.8735
2018-10-20,0.891271,27.0,39,277.0,0.887
2018-10-21,0.861008,43.0,39,279.0,0.8216
2018-10-22,0.924361,61.0,39,279.0,0.7469
2018-10-23,0.963002,43.0,39,272.0,0.8162
2018-10-24,0.997192,46.0,39,271.0,0.8026
2018-10-25,0.92485,41.0,39,257.0,0.8128
2018-10-26,0.92311,52.0,39,253.0,0.7581
2018-10-27,0.980511,37.0,39,256.0,0.8303
2018-10-28,1.16729,53.0,39,259.0,0.7602
2018-10-29,1.049655,48.0,39,243.0,0.7659
2018-10-30,1.084433,51.0,39,236.0,0.7424
2018-10-31,0.881067,45.0,39,261.0,0.7982
2018-11-01,0.882112,44.0,39,250.0,0.7925
2018-11-02,0.935255,50.0,39,263.0,0.7778
2018-11-03,0.817048,31.0,39,262.0,0.8616
2018-11-04,0.686043,31.0,39,260.0,0.8604
2018-11-05,0.722339,18.0,39,255.0,0.9171
2018-11-06,0.759889,30.0,39,256.0,0.8624
2018-11-07,0.623743,19.0,39,258.0,0.9136
2018-11-08,0.881334,41.0,39,263.0,0.8178
2018-11-09,1.043079,47.0,39,268.0,0.7957
2018-11-10,0.892216,56.0,39,234.0,0.7157
2018-11-11,0.936578,46.0,39,235.0,0.7677
2018-11-12,0.813714,73.0,39,244.0,0.6473
2018-11-13,1.165578,17.0,39,233.0,0.9128
2018-11-14,0.924108,7.0,39,232.0,0.9641
2018-11-15,0.909356,20.0,39,233.0,0.8974
2018-11-16,0.889863,16.0,39,216.0,0.9101
2018-11-17,0.923842,34.0,39,218.0,0.8111
2018-11-18,1.00599,17.0,39,222.0,0.9076
2018-11-19,1.227826,49.0,39,250.0,0.7689
2018-11-20,1.20603,52.0,39,250.0,0.7547
2018-11-21,1.098225,69.0,39,266.0,0.6974
2018-11-22,1.156316,74.0,39,281.0,0.6955
2018-11-23,1.433743,57.0,39,281.0,0.7654
2018-11-24,1.36158,49.0,39,265.0,0.7841
2018-11-25,1.296712,50.0,39,278.0,0.7917
2018-11-26,1.420769,67.0,39,282.0,0.7254
2018-11-27,1.385328,66.0,39,282.0,0.7295
2018-11-28,1.301637,38.0,39,292.0,0.8504
2018-11-29,1.369284,29.0,39,291.0,0.8854
2018-11-30,1.073282,30.0,39,279.0,0.8755
2018-12-01,0.932637,25.0,39,281.0,0.8971
2018-12-02,0.995275,20.0,39,286.0,0.9194
2018-12-03,0.808567,58.0,39,289.0,0.7689
2018-12-04,0.901009,30.0,39,288.0,0.88
2018-12-05,0.939149,31.0,39,282.0,0.873
2018-12-06,1.007991,21.0,39,272.0,0.9103
2018-12-07,1.354949,20.0,39,260.0,0.9099
2018-12-08,1.376595,22.0,39,271.0,0.9056
2018-12-09,1.229479,33.0,39,282.0,0.8648
2018-12-10,0.949609,23.0,39,269.0,0.9004
2018-12-11,1.01392,16.0,39,268.0,0.9304
2018-12-12,1.096422,47.0,39,303.0,0.8226
2018-12-13,1.221395,21.0,39,305.0,0.9213
2018-12-14,1.306766,16.0,39,302.0,0.9394
2018-12-15,1.284911,65.0,39,320.0,0.7695
2018-12-16,1.066705,7.0,39,324.0,0.9755
2018-12-17,1.163068,9.0,39,309.0,0.9668
2018-12-18,0.971068,7.0,39,303.0,0.9736
2018-12-19,0.934228,17.0,39,262.0,0.9241
2018-12-20,1.030788,26.0,39,251.0,0.8779
2018-12-21,0.846104,20.0,39,245.0,0.9034
2018-12-22,0.922028,20.0,39,246.0,0.9038
2018-12-23,0.903711,23.0,39,248.0,0.8905
2018-12-24,0.857108,27.0,39,258.0,0.8773
2018-12-25,0.965434,29.0,39,252.0,0.8645
2018-12-26,0.710781,20.0,39,273.0,0.9149
2018-12-27,0.625207,13.0,39,256.0,0.9404
2018-12-28,0.927635,21.0,39,238.0,0.895
2018-12-29,1.084226,29.0,39,242.0,0.8578
2018-12-30,1.113422,27.0,39,245.0,0.8696
2018-12-31,1.191441,19.0,39,239.0,0.9055
2019-01-01,1.069121,19.0,39,233.0,0.9026
2019-01-02,1.112655,13.0,39,221.0,0.929
2019-01-03,0.863328,12.0,39,290.0,0.9524
2019-01-04,0.870628,4.0,39,386.0,0.9885
2019-01-05,0.853254,6.0,39,398.0,0.9833
2019-01-06,0.834054,18.0,39,418.0,0.9526
2019-01-07,0.665319,5.0,39,412.0,0.9866
2019-01-08,0.564504,4.0,39,410.0,0.9892
2019-01-09,0.496822,12.0,39,418.0,0.9684
2019-01-10,0.373673,2.0,39,432.0,0.9949
2019-01-11,0.380155,7.0,39,434.0,0.9823
2019-01-12,0.399459,7.0,39,435.0,0.9824
2019-01-13,0.42048,5.0,39,442.0,0.9876
2019-01-14,0.459798,5.0,39,429.0,0.9872
2019-01-15,0.358847,1.0,39,424.0,0.9974
2019-01-16,0.437696,8.0,39,398.0,0.9778
2019-01-17,0.450366,8.0,39,413.0,0.9787
2019-01-18,0.5307,9.0,39,423.0,0.9766
2019-01-19,0.602731,11.0,39,421.0,0.9713
2019-01-20,0.511551,5.0,39,447.0,0.9878
2019-01-21,0.469914,8.0,39,442.0,0.9802
2019-01-22,0.473614,9.0,39,440.0,0.9776
2019-01-23,0.573459,27.0,39,406.0,0.9266
2019-01-24,0.607615,40.0,39,411.0,0.8928
2019-01-25,0.757853,11.0,39,397.0,0.9694
2019-01-26,0.775055,26.0,39,401.0,0.9286
2019-01-27,0.827883,36.0,39,416.0,0.9048
2019-01-28,0.879906,48.0,39,387.0,0.8625
2019-01-29,0.833122,48.0,39,388.0,0.8629
2019-01-30,0.932228,8.0,39,380.0,0.9766
2019-01-31,0.923671,11.0,39,366.0,0.9665
2019-02-01,0.93858,12.0,39,375.0,0.9644
2019-02-02,1.20928,17.0,39,268.0,0.9261
2019-02-03,1.013168,15.0,39,239.0,0.9254
2019-02-04,0.746021,16.0,39,243.0,0.922
2019-02-05,0.805152,20.0,39,236.0,0.899
2019-02-06,1.226529,7.0,39,231.0,0.9637
2019-02-07,1.116733,7.0,39,231.0,0.9637
2019-02-08,1.202076,10.0,39,232.0,0.9485
2019-02-09,1.185871,19.0,39,239.0,0.9055
2019-02-10,1.248721,19.0,39,245.0,0.9082
2019-02-11,1.30288,20.0,39,238.0,0.9
2019-02-12,1.239187,16.0,39,234.0,0.9184
2019-02-13,1.214493,13.0,39,238.0,0.935
2019-02-14,1.127288,17.0,39,248.0,0.919
2019-02-15,1.015536,17.0,39,236.0,0.9141
2019-02-16,1.044337,24.0,39,235.0,0.8782
2019-02-17,1.001072,25.0,39,267.0,0.8908
2019-02-18,1.025237,14.0,39,260.0,0.9369
2019-02-19,1.040363,19.0,39,251.0,0.9108
2019-02-20,1.147274,44.0,39,249.0,0.7915
2019-02-21,1.340824,21.0,39,245.0,0.8986
2019-02-22,1.288387,42.0,39,240.0,0.7921
2019-02-23,1.485888,31.0,39,248.0,0.8524
2019-02-24,1.363548,46.0,39,239.0,0.7711
2019-02-25,1.41915,44.0,39,234.0,0.7755
2019-02-26,1.502109,35.0,39,224.0,0.8118
2019-02-27,1.413144,58.0,39,225.0,0.6898
2019-02-28,1.397659,57.0,39,237.0,0.7136
2019-03-01,1.284274,40.0,39,211.0,0.7688
2019-03-02,1.061928,47.0,39,228.0,0.7526
2019-03-03,1.119888,49.0,39,237.0,0.7538
2019-03-04,1.034686,46.0,39,214.0,0.7386
2019-03-05,1.096197,48.0,39,206.0,0.7143
2019-03-06,1.056312,36.0,39,222.0,0.8043
2019-03-07,1.311982,19.0,39,234.0,0.9031
2019-03-08,1.503017,44.0,39,250.0,0.7925
2019-03-09,1.755473,39.0,39,210.0,0.7733
2019-03-10,1.626532,32.0,39,205.0,0.8095
2019-03-11,1.66141,33.0,39,215.0,0.8146
2019-03-12,1.560018,32.0,39,197.0,0.8
2019-03-13,1.612444,30.0,39,201.0,0.8171
2019-03-14,1.46709,33.0,39,226.0,0.8254
2019-03-15,1.379605,34.0,39,213.0,0.8068
2019-03-16,1.352469,34.0,39,218.0,0.8122
2019-03-17,1.454556,41.0,39,219.0,0.7747
2019-03-18,1.560895,32.0,39,213.0,0.8182
2019-03-19,1.512406,30.0,39,211.0,0.8276
2019-03-20,1.614961,36.0,39,203.0,0.7831
2019-03-21,1.883891,35.0,39,228.0,0.8168
2019-03-22,1.795921,78.0,39,267.0,0.6609
2019-03-23,1.723319,64.0,39,270.0,0.7253
2019-03-24,1.835653,58.0,39,290.0,0.7708
2019-03-25,1.252281,52.0,39,272.0,0.7787
2019-03-26,1.228556,39.0,39,277.0,0.8375
2019-03-27,1.131562,38.0,39,280.0,0.843
2019-03-28,1.065694,22.0,39,263.0,0.9022
2019-03-29,1.168915,25.0,39,256.0,0.8853
2019-03-30,1.126934,13.0,39,267.0,0.9432
2019-03-31,0.922902,13.0,39,286.0,0.9476
2019-04-01,0.881101,9.0,39,291.0,0.9644
2019-04-02,0.868291,25.0,39,299.0,0.9042
2019-04-03,0.935359,29.0,39,302.0,0.8902
2019-04-04,0.8996,37.0,39,295.0,0.856
2019-04-05,0.910151,56.0,39,286.0,0.7742
2019-04-06,0.866325,29.0,39,282.0,0.8811
2019-04-07,0.753143,39.0,39,285.0,0.8421
2019-04-08,0.722529,39.0,39,274.0,0.8347
2019-04-09,0.711626,38.0,39,263.0,0.8311
2019-04-10,0.724578,11.0,39,249.0,0.9479
2019-04-11,0.925433,38.0,39,258.0,0.8273
2019-04-12,0.804317,39.0,39,249.0,0.8152
2019-04-13,0.938304,25.0,39,262.0,0.8884
2019-04-14,0.945243,28.0,39,271.0,0.8798
2019-04-15,0.943332,26.0,39,258.0,0.8818
2019-04-16,0.850657,17.0,39,255.0,0.9217
2019-04-17,0.718318,31.0,39,265.0,0.8634
2019-04-18,0.724826,26.0,39,264.0,0.885
2019-04-19,0.782125,31.0,39,277.0,0.8703
2019-04-20,0.70833,38.0,39,291.0,0.8498
2019-04-21,1.163065,38.0,39,259.0,0.8281
2019-04-22,1.088092,27.0,39,247.0,0.8708
2019-04-23,1.148557,34.0,39,239.0,0.8308
2019-04-24,1.360802,27.0,39,247.0,0.8708
2019-04-25,1.297863,41.0,39,235.0,0.7919
2019-04-26,0.867292,24.0,39,198.0,0.85
2019-04-27,0.942396,20.0,39,222.0,0.8913
2019-04-28,0.92624,41.0,39,219.0,0.7735
2019-04-29,0.965019,13.0,39,217.0,0.9274
2019-04-30,1.12582,26.0,39,199.0,0.8385
2019-05-01,1.623301,33.0,39,183.0,0.7724
2019-05-02,1.602546,34.0,39,190.0,0.7763
2019-05-03,1.360139,55.0,39,217.0,0.6927
2019-05-04,1.373037,50.0,39,219.0,0.7238
2019-05-05,1.563429,46.0,39,214.0,0.7386
2019-05-06,1.113481,40.0,39,213.0,0.7714
2019-05-07,0.921326,25.0,39,238.0,0.875
2019-05-08,1.061888,22.0,39,241.0,0.8916
2019-05-09,1.318738,29.0,39,239.0,0.8557
2019-05-10,1.090154,32.0,39,230.0,0.8333
2019-05-11,1.026353,18.0,39,225.0,0.9037
2019-05-12,1.084588,19.0,39,215.0,0.8927
2019-05-13,0.953495,21.0,39,251.0,0.9014
2019-05-14,1.074898,17.0,39,249.0,0.9194
2019-05-15,1.399625,26.0,39,256.0,0.8807
2019-05-16,1.609565,25.0,39,255.0,0.8848
2019-05-17,1.60918,40.0,39,244.0,0.8058
2019-05-18,1.566731,38.0,39,246.0,0.8173
2019-05-19,1.485835,35.0,39,243.0,0.8293
2019-05-20,1.585621,33.0,39,235.0,0.8325
2019-05-21,1.606397,32.0,39,228.0,0.8316
2019-05-22,1.465249,23.0,39,229.0,0.8796
2019-05-23,1.460721,18.0,39,234.0,0.9082
2019-05-24,1.309878,22.0,39,240.0,0.8911
2019-05-25,1.222699,11.0,39,248.0,0.9476
2019-05-26,1.475359,24.0,39,268.0,0.8957
2019-05-27,1.234331,21.0,39,264.0,0.9071
2019-05-28,1.427331,22.0,39,261.0,0.9013
2019-05-29,1.41225,16.0,39,251.0,0.9249
2019-05-30,1.540509,48.0,39,255.0,0.7788
2019-05-31,1.245355,26.0,39,265.0,0.8855
2019-06-01,1.162286,28.0,39,279.0,0.8838
2019-06-02,1.100783,30.0,39,282.0,0.877
2019-06-03,1.015693,14.0,39,277.0,0.9414
2019-06-04,1.21832,18.0,39,298.0,0.9308
2019-06-05,1.064778,26.0,39,303.0,0.9019
2019-06-06,1.030779,25.0,39,302.0,0.9053
2019-06-07,0.933173,36.0,39,325.0,0.8746
2019-06-08,0.861717,33.0,39,322.0,0.8838
2019-06-09,0.90242,34.0,39,327.0,0.8824
2019-06-10,0.689196,29.0,39,347.0,0.9061
2019-06-11,0.693946,16.0,39,333.0,0.9458
2019-06-12,0.638021,28.0,39,328.0,0.9034
2019-06-13,0.729376,19.0,39,331.0,0.9352
2019-06-14,0.623064,12.0,39,351.0,0.9617
2019-06-15,0.586056,10.0,39,353.0,0.9684
2019-06-16,0.614689,8.0,39,358.0,0.975
2019-06-17,0.638525,10.0,39,346.0,0.9675
2019-06-18,0.852023,12.0,39,331.0,0.959
2019-06-19,0.517779,13.0,39,341.0,0.9571
2019-06-20,0.575854,13.0,39,324.0,0.9545
2019-06-21,0.776663,14.0,39,319.0,0.9502
2019-06-22,1.112816,69.0,39,302.0,0.7386
2019-06-23,1.126307,42.0,39,304.0,0.8421
2019-06-24,1.272204,33.0,39,286.0,0.8669
2019-06-25,1.375177,37.0,39,285.0,0.8502
2019-06-26,1.312226,33.0,39,276.0,0.8613
2019-06-27,1.310501,14.0,39,268.0,0.9391
2019-06-28,1.487974,25.0,39,243.0,0.878
2019-06-29,1.510941,26.0,39,248.0,0.8762
2019-06-30,1.622861,40.0,39,232.0,0.7938
2019-07-01,1.465349,52.0,39,234.0,0.7347
2019-07-02,1.442393,54.0,39,226.0,0.7128
2019-07-03,1.341855,34.0,39,224.0,0.8172
